Mois;Ligne;Instant;Instant;Instant;Ponctualité;Nombre de trains comptabilisés;Nombre de trains arrivés à Bruxelles avec moins de 6 min. de retard;Minutes de retard
2022-05;162;Avondspits;Pointe du soir;Evening peak hour;89.47368421052632;57;51;129
2022-06;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;92.10822998872604;887;817;1476
2022-06;36-36C;Avondspits;Pointe du soir;Evening peak hour;87.19590268886044;781;681;1987
2022-06;36-36C;Weekends;Weekends;Weekends;90.72382290934645;1423;1291;2686
2022-06;50;Ochtendspits;Pointe du matin;Morning peak hour;95.1923076923077;104;99;194
2022-06;50;Daluren;Heures creuses;Off-peak hours;94.39999999999999;250;236;508
2022-06;60;Ochtendspits;Pointe du matin;Morning peak hour;94.68085106382979;188;178;286
2022-06;60;Avondspits;Pointe du soir;Evening peak hour;87.16577540106952;187;163;464
2022-06;60;Weekends;Weekends;Weekends;97.64309764309765;297;290;213
2022-06;94;Weekends;Weekends;Weekends;90.42145593869732;261;236;469
2022-06;94;Daluren;Heures creuses;Off-peak hours;85.26170798898072;726;619;2363
2022-06;124;Avondspits;Pointe du soir;Evening peak hour;83.47107438016529;242;202;829
2022-06;161;Daluren;Heures creuses;Off-peak hours;82.74398868458275;707;585;2201
2022-06;162;Weekends;Weekends;Weekends;75.0;96;72;331
2022-07;25-27;Avondspits;Pointe du soir;Evening peak hour;85.4054054054054;370;316;1168
2022-07;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;94.18604651162791;774;729;1046
2022-07;36-36C;Weekends;Weekends;Weekends;92.97052154195012;1764;1640;2723
2022-07;50A;Ochtendspits;Pointe du matin;Morning peak hour;92.75929549902152;511;474;990
2022-07;50A;Daluren;Heures creuses;Off-peak hours;90.05641748942172;1418;1277;2962
2022-07;60;Avondspits;Pointe du soir;Evening peak hour;93.88888888888889;180;169;219
2022-07;60;Daluren;Heures creuses;Off-peak hours;95.73770491803279;610;584;817
2022-07;89;Avondspits;Pointe du soir;Evening peak hour;89.45147679324894;237;212;517
2022-07;94;Ochtendspits;Pointe du matin;Morning peak hour;92.09486166007905;253;233;452
2022-07;94;Avondspits;Pointe du soir;Evening peak hour;90.05847953216374;171;154;599
2022-07;94;Daluren;Heures creuses;Off-peak hours;90.56047197640117;678;614;1468
2022-07;96;Ochtendspits;Pointe du matin;Morning peak hour;90.633608815427;363;329;820
2022-07;96;Avondspits;Pointe du soir;Evening peak hour;87.24137931034483;290;253;985
2022-07;96;Daluren;Heures creuses;Off-peak hours;91.78338001867414;1071;983;2755
2022-07;124;Ochtendspits;Pointe du matin;Morning peak hour;93.67588932806325;253;237;443
2022-07;124;Avondspits;Pointe du soir;Evening peak hour;81.14035087719299;228;185;780
2022-07;124;Weekends;Weekends;Weekends;91.15479115479116;407;371;847
2022-07;161;Avondspits;Pointe du soir;Evening peak hour;86.7816091954023;174;151;465
2022-07;162;Ochtendspits;Pointe du matin;Morning peak hour;96.15384615384616;78;75;100
2022-07;162;Daluren;Heures creuses;Off-peak hours;91.70124481327801;241;221;516
2022-08;36-36C;Avondspits;Pointe du soir;Evening peak hour;91.27272727272727;825;753;1513
2022-08;36-36C;Weekends;Weekends;Weekends;94.37288135593221;1475;1392;2202
2022-08;50;Ochtendspits;Pointe du matin;Morning peak hour;97.24770642201835;109;106;143
2022-08;50;Weekends;Weekends;Weekends;96.91358024691358;162;157;233
2022-08;89;Weekends;Weekends;Weekends;97.45222929936305;314;306;279
2022-08;89;Daluren;Heures creuses;Off-peak hours;92.3841059602649;906;837;1852
2022-08;94;Ochtendspits;Pointe du matin;Morning peak hour;89.23611111111111;288;257;655
2022-08;94;Daluren;Heures creuses;Off-peak hours;90.52631578947368;760;688;1669
2022-08;161;Ochtendspits;Pointe du matin;Morning peak hour;93.5;200;187;353
2022-08;162;Avondspits;Pointe du soir;Evening peak hour;93.84615384615384;65;61;122
2022-09;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;91.3738019169329;939;858;1742
2022-09;36-36C;Avondspits;Pointe du soir;Evening peak hour;89.4478527607362;815;729;1876
2022-09;36-36C;Weekends;Weekends;Weekends;95.635528330781;1306;1249;1657
2022-09;50A;Avondspits;Pointe du soir;Evening peak hour;86.18925831202046;391;337;1180
2022-09;50A;Daluren;Heures creuses;Off-peak hours;91.97492163009404;1595;1467;2642
2022-09;50;Weekends;Weekends;Weekends;97.91666666666666;144;141;196
2022-09;94;Ochtendspits;Pointe du matin;Morning peak hour;72.22222222222221;306;221;1497
2022-09;96;Avondspits;Pointe du soir;Evening peak hour;74.76340694006309;317;237;1717
2022-09;96;Weekends;Weekends;Weekends;93.44608879492601;473;442;1039
2022-09;96;Daluren;Heures creuses;Off-peak hours;86.02878916172735;1181;1016;3625
2022-09;161;Ochtendspits;Pointe du matin;Morning peak hour;76.60550458715596;218;167;900
2022-09;162;Ochtendspits;Pointe du matin;Morning peak hour;80.0;85;68;350
2022-09;162;Daluren;Heures creuses;Off-peak hours;88.70431893687709;301;267;768
2022-10;25-27;Daluren;Heures creuses;Off-peak hours;79.53586497890295;1422;1131;5523
2022-10;36-36C;Daluren;Heures creuses;Off-peak hours;89.20308483290489;3112;2776;7568
2022-10;60;Weekends;Weekends;Weekends;96.95945945945947;296;287;295
2022-10;60;Daluren;Heures creuses;Off-peak hours;94.85530546623794;622;590;824
2022-10;96;Ochtendspits;Pointe du matin;Morning peak hour;64.37994722955145;379;244;2265
2022-10;124;Ochtendspits;Pointe du matin;Morning peak hour;67.98418972332016;253;172;1417
2022-11;25-27;Ochtendspits;Pointe du matin;Morning peak hour;81.60919540229885;348;284;1175
2022-11;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;85.38251366120218;732;625;1859
2022-11;50;Daluren;Heures creuses;Off-peak hours;94.97716894977168;219;208;399
2022-11;60;Ochtendspits;Pointe du matin;Morning peak hour;83.23699421965318;173;144;503
2022-11;94;Daluren;Heures creuses;Off-peak hours;88.45528455284553;615;544;1524
2022-11;96;Ochtendspits;Pointe du matin;Morning peak hour;60.47197640117994;339;205;2069
2022-11;124;Weekends;Weekends;Weekends;94.23631123919309;347;327;515
2022-11;161;Avondspits;Pointe du soir;Evening peak hour;64.28571428571429;154;99;791
2022-12;36-36C;Weekends;Weekends;Weekends;93.86861313868613;1370;1286;1880
2022-12;50;Avondspits;Pointe du soir;Evening peak hour;84.375;64;54;213
2022-12;60;Avondspits;Pointe du soir;Evening peak hour;86.31578947368422;190;164;528
2022-12;89;Daluren;Heures creuses;Off-peak hours;89.19226393629124;879;784;2223
2022-12;94;Weekends;Weekends;Weekends;92.226148409894;283;261;523
2022-12;124;Ochtendspits;Pointe du matin;Morning peak hour;72.65917602996255;267;194;1335
2022-12;124;Weekends;Weekends;Weekends;86.51026392961877;341;295;879
2023-01;25-27;Weekends;Weekends;Weekends;83.08823529411765;544;452;1354
2023-01;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;89.66267682263329;919;824;2123
2023-01;36-36C;Avondspits;Pointe du soir;Evening peak hour;90.51620648259305;833;754;1639
2023-01;36-36C;Weekends;Weekends;Weekends;94.22946367956551;1473;1388;1877
2023-01;50;Avondspits;Pointe du soir;Evening peak hour;84.61538461538461;65;55;302
2023-01;89;Weekends;Weekends;Weekends;99.68152866242038;314;313;187
2023-01;94;Ochtendspits;Pointe du matin;Morning peak hour;75.51020408163265;294;222;1101
2023-01;94;Weekends;Weekends;Weekends;95.81749049429658;263;252;311
2023-01;96;Ochtendspits;Pointe du matin;Morning peak hour;68.11594202898551;414;282;1980
2023-01;124;Ochtendspits;Pointe du matin;Morning peak hour;68.92857142857143;280;193;1265
2023-01;124;Avondspits;Pointe du soir;Evening peak hour;76.53846153846153;260;199;1063
2023-01;124;Weekends;Weekends;Weekends;86.68941979522185;293;254;729
2023-01;162;Weekends;Weekends;Weekends;92.41379310344827;145;134;483
2023-02;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;88.06682577565633;838;738;2218
2023-02;36-36C;Weekends;Weekends;Weekends;94.50800915331807;1311;1239;1697
2023-02;36-36C;Daluren;Heures creuses;Off-peak hours;89.50534759358288;2992;2678;6529
2023-02;50A;Weekends;Weekends;Weekends;88.36524300441826;679;600;1969
2023-02;50;Avondspits;Pointe du soir;Evening peak hour;84.48275862068965;58;49;229
2023-02;50;Daluren;Heures creuses;Off-peak hours;93.69747899159664;238;223;430
2023-02;60;Daluren;Heures creuses;Off-peak hours;91.19601328903654;602;549;1052
2023-02;89;Weekends;Weekends;Weekends;94.26523297491039;279;263;390
2023-02;94;Weekends;Weekends;Weekends;97.34513274336283;226;220;204
2023-02;124;Ochtendspits;Pointe du matin;Morning peak hour;68.33333333333333;240;164;1364
2023-02;124;Daluren;Heures creuses;Off-peak hours;78.74852420306966;847;667;3532
2023-03;25-27;Avondspits;Pointe du soir;Evening peak hour;81.49038461538461;416;339;1303
2023-03;50A;Avondspits;Pointe du soir;Evening peak hour;84.63476070528966;397;336;1224
2023-03;50A;Daluren;Heures creuses;Off-peak hours;89.49658172778123;1609;1440;3528
2023-03;50;Daluren;Heures creuses;Off-peak hours;97.02602230483272;269;261;372
2023-03;60;Daluren;Heures creuses;Off-peak hours;95.66473988439307;692;662;842
2023-03;89;Daluren;Heures creuses;Off-peak hours;92.19934994582883;923;851;1707
2023-03;124;Ochtendspits;Pointe du matin;Morning peak hour;83.10344827586206;290;241;909
2023-03;161;Avondspits;Pointe du soir;Evening peak hour;81.12244897959184;196;159;588
2023-03;161;Weekends;Weekends;Weekends;93.45238095238095;168;157;171
2023-03;161;Daluren;Heures creuses;Off-peak hours;87.73841961852861;734;644;1624
2023-03;162;Weekends;Weekends;Weekends;88.37209302325581;129;114;300
2023-03;162;Daluren;Heures creuses;Off-peak hours;84.8993288590604;298;253;944
2023-04;25-27;Weekends;Weekends;Weekends;93.93511988716502;709;666;868
2023-04;36-36C;Daluren;Heures creuses;Off-peak hours;89.39449541284404;2725;2436;6279
2023-04;50A;Ochtendspits;Pointe du matin;Morning peak hour;90.06622516556291;453;408;1273
2023-04;50A;Avondspits;Pointe du soir;Evening peak hour;81.41025641025641;312;254;1036
2023-04;50;Weekends;Weekends;Weekends;97.67441860465115;215;210;279
2023-04;60;Avondspits;Pointe du soir;Evening peak hour;89.937106918239;159;143;330
2023-04;60;Weekends;Weekends;Weekends;95.37275064267352;389;371;404
2023-04;89;Avondspits;Pointe du soir;Evening peak hour;86.70212765957447;188;163;574
2023-04;94;Avondspits;Pointe du soir;Evening peak hour;87.74193548387098;155;136;425
2023-04;94;Weekends;Weekends;Weekends;96.05263157894737;380;365;384
2023-04;96;Ochtendspits;Pointe du matin;Morning peak hour;77.31629392971246;313;242;1272
2023-04;161;Avondspits;Pointe du soir;Evening peak hour;84.27672955974843;159;134;444
2023-04;161;Weekends;Weekends;Weekends;98.30508474576271;295;290;151
2023-04;162;Ochtendspits;Pointe du matin;Morning peak hour;81.9672131147541;61;50;206
2023-04;162;Avondspits;Pointe du soir;Evening peak hour;85.18518518518519;54;46;156
2023-04;162;Daluren;Heures creuses;Off-peak hours;90.09009009009009;222;200;651
2023-05;36-36C;Daluren;Heures creuses;Off-peak hours;87.76718184807629;3041;2669;7579
2023-05;50A;Ochtendspits;Pointe du matin;Morning peak hour;85.71428571428571;525;450;1337
2023-05;50;Ochtendspits;Pointe du matin;Morning peak hour;94.05940594059405;101;95;233
2023-05;89;Ochtendspits;Pointe du matin;Morning peak hour;84.84848484848484;231;196;717
2023-05;89;Daluren;Heures creuses;Off-peak hours;89.65517241379311;812;728;2136
2023-05;94;Ochtendspits;Pointe du matin;Morning peak hour;79.56989247311827;279;222;1114
2023-05;96;Weekends;Weekends;Weekends;86.62280701754386;456;395;1026
2023-05;96;Daluren;Heures creuses;Off-peak hours;88.66666666666667;1050;931;3134
2023-05;124;Ochtendspits;Pointe du matin;Morning peak hour;89.47368421052632;247;221;597
2023-05;124;Weekends;Weekends;Weekends;88.85448916408669;323;287;725
2023-05;162;Weekends;Weekends;Weekends;93.33333333333333;120;112;191
2023-06;25-27;Ochtendspits;Pointe du matin;Morning peak hour;89.69072164948454;388;348;965
2023-06;50A;Ochtendspits;Pointe du matin;Morning peak hour;88.10810810810811;555;489;1217
2023-06;50A;Avondspits;Pointe du soir;Evening peak hour;83.79120879120879;364;305;1028
2023-06;50A;Daluren;Heures creuses;Off-peak hours;87.49168330006654;1503;1315;3429
2023-06;89;Avondspits;Pointe du soir;Evening peak hour;77.60000000000001;250;194;992
2023-06;89;Daluren;Heures creuses;Off-peak hours;88.51894374282435;871;771;1889
2023-06;94;Avondspits;Pointe du soir;Evening peak hour;80.21390374331551;187;150;690
2023-06;124;Avondspits;Pointe du soir;Evening peak hour;84.16666666666667;240;202;765
2023-06;124;Weekends;Weekends;Weekends;92.36363636363636;275;254;559
2023-06;161;Avondspits;Pointe du soir;Evening peak hour;80.43478260869566;184;148;632
2023-06;162;Ochtendspits;Pointe du matin;Morning peak hour;84.81012658227847;79;67;241
2023-06;162;Avondspits;Pointe du soir;Evening peak hour;85.48387096774194;62;53;219
2023-07;25-27;Weekends;Weekends;Weekends;98.50074962518741;667;657;305
2023-07;25-27;Daluren;Heures creuses;Off-peak hours;92.43397573162027;1401;1295;2248
2023-07;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;96.19289340101524;788;758;726
2023-07;50A;Weekends;Weekends;Weekends;93.29608938547486;895;835;1222
2023-07;50A;Daluren;Heures creuses;Off-peak hours;92.524682651622;1418;1312;2410
2023-07;50;Avondspits;Pointe du soir;Evening peak hour;98.30508474576271;59;58;67
2023-07;60;Daluren;Heures creuses;Off-peak hours;90.0163666121113;611;550;1209
2023-07;89;Ochtendspits;Pointe du matin;Morning peak hour;90.2127659574468;235;212;460
2023-07;94;Daluren;Heures creuses;Off-peak hours;89.8989898989899;693;623;1657
2023-07;96;Daluren;Heures creuses;Off-peak hours;91.81232750689972;1087;998;2344
2023-07;124;Ochtendspits;Pointe du matin;Morning peak hour;90.0;250;225;494
2023-07;124;Weekends;Weekends;Weekends;92.90322580645162;465;432;866
2023-07;161;Daluren;Heures creuses;Off-peak hours;92.15976331360946;676;623;1075
2023-08;25-27;Daluren;Heures creuses;Off-peak hours;93.92553886348792;1531;1438;2108
2023-08;60;Ochtendspits;Pointe du matin;Morning peak hour;92.38578680203045;197;182;312
2023-08;89;Avondspits;Pointe du soir;Evening peak hour;92.3076923076923;260;240;596
2023-08;89;Daluren;Heures creuses;Off-peak hours;91.15341545352743;893;814;1697
2023-08;96;Ochtendspits;Pointe du matin;Morning peak hour;77.44360902255639;399;309;1612
2023-08;96;Avondspits;Pointe du soir;Evening peak hour;89.13043478260869;322;287;872
2023-08;96;Daluren;Heures creuses;Off-peak hours;92.53355704697987;1192;1103;2459
2023-08;124;Ochtendspits;Pointe du matin;Morning peak hour;89.81818181818181;275;247;627
2022-09;124;Avondspits;Pointe du soir;Evening peak hour;79.36507936507937;252;200;1230
2022-09;161;Avondspits;Pointe du soir;Evening peak hour;83.07692307692308;195;162;720
2022-10;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;86.11764705882354;850;732;2252
2022-10;50A;Weekends;Weekends;Weekends;94.94712103407755;851;808;1066
2022-10;94;Weekends;Weekends;Weekends;96.96969696969697;297;288;298
2022-10;124;Daluren;Heures creuses;Off-peak hours;75.79908675799086;876;664;4301
2022-10;161;Weekends;Weekends;Weekends;89.97134670487105;349;314;792
2022-11;89;Ochtendspits;Pointe du matin;Morning peak hour;85.16746411483254;209;178;580
2022-11;124;Daluren;Heures creuses;Off-peak hours;84.74148802017655;793;672;2646
2022-11;161;Ochtendspits;Pointe du matin;Morning peak hour;64.23841059602648;151;97;887
2022-11;161;Daluren;Heures creuses;Off-peak hours;70.86206896551724;580;411;2893
2022-12;25-27;Weekends;Weekends;Weekends;89.52991452991454;468;419;925
2022-12;36-36C;Avondspits;Pointe du soir;Evening peak hour;85.48185231539425;799;683;2214
2022-12;50A;Weekends;Weekends;Weekends;93.91424619640387;723;679;1035
2022-12;60;Ochtendspits;Pointe du matin;Morning peak hour;86.86868686868688;198;172;476
2022-12;60;Daluren;Heures creuses;Off-peak hours;92.8895612708018;661;614;1265
2022-12;89;Weekends;Weekends;Weekends;97.0873786407767;309;300;277
2022-12;161;Weekends;Weekends;Weekends;92.72727272727272;275;255;359
2022-12;162;Ochtendspits;Pointe du matin;Morning peak hour;74.35897435897436;78;58;349
2023-01;50A;Ochtendspits;Pointe du matin;Morning peak hour;90.3114186851211;578;522;1258
2023-01;50A;Avondspits;Pointe du soir;Evening peak hour;88.88888888888889;387;344;938
2023-01;60;Avondspits;Pointe du soir;Evening peak hour;86.22448979591837;196;169;610
2023-01;89;Ochtendspits;Pointe du matin;Morning peak hour;91.08527131782945;258;235;529
2023-01;96;Avondspits;Pointe du soir;Evening peak hour;77.25856697819314;321;248;1188
2023-01;161;Ochtendspits;Pointe du matin;Morning peak hour;87.67123287671232;219;192;522
2023-01;161;Weekends;Weekends;Weekends;96.32352941176471;272;262;329
2023-01;161;Daluren;Heures creuses;Off-peak hours;89.79591836734694;735;660;1433
2023-01;162;Avondspits;Pointe du soir;Evening peak hour;92.1875;64;59;160
2023-02;25-27;Avondspits;Pointe du soir;Evening peak hour;76.53631284916202;358;274;1799
2023-02;36-36C;Avondspits;Pointe du soir;Evening peak hour;89.48087431693989;732;655;1556
2023-02;50;Weekends;Weekends;Weekends;97.22222222222221;108;105;171
2023-02;96;Avondspits;Pointe du soir;Evening peak hour;62.4561403508772;285;178;1620
2023-02;161;Avondspits;Pointe du soir;Evening peak hour;77.90697674418605;172;134;661
2023-03;25-27;Daluren;Heures creuses;Off-peak hours;84.55598455598455;1554;1314;4650
2023-03;36-36C;Daluren;Heures creuses;Off-peak hours;91.0698753261815;3449;3141;7251
2023-03;50A;Ochtendspits;Pointe du matin;Morning peak hour;85.13513513513513;592;504;1542
2023-03;50;Ochtendspits;Pointe du matin;Morning peak hour;91.1504424778761;113;103;306
2023-03;50;Weekends;Weekends;Weekends;97.22222222222221;108;105;194
2023-03;60;Ochtendspits;Pointe du matin;Morning peak hour;87.74509803921569;204;179;462
2023-03;60;Avondspits;Pointe du soir;Evening peak hour;87.06467661691542;201;175;434
2023-03;89;Ochtendspits;Pointe du matin;Morning peak hour;86.14232209737828;267;230;665
2023-03;89;Weekends;Weekends;Weekends;92.85714285714286;280;260;495
2023-03;94;Ochtendspits;Pointe du matin;Morning peak hour;79.12772585669782;321;254;1317
2023-03;94;Avondspits;Pointe du soir;Evening peak hour;88.3248730964467;197;174;572
2023-03;94;Weekends;Weekends;Weekends;97.36842105263158;228;222;198
2023-03;94;Daluren;Heures creuses;Off-peak hours;88.64516129032258;775;687;1858
2023-03;96;Daluren;Heures creuses;Off-peak hours;88.90742285237698;1199;1066;3142
2023-04;25-27;Daluren;Heures creuses;Off-peak hours;89.72332015810277;1265;1135;2474
2023-04;36-36C;Avondspits;Pointe du soir;Evening peak hour;88.65979381443299;679;602;1619
2023-04;50A;Daluren;Heures creuses;Off-peak hours;86.92247454972592;1277;1110;3581
2023-04;60;Ochtendspits;Pointe du matin;Morning peak hour;79.87421383647799;159;127;502
2023-04;89;Ochtendspits;Pointe du matin;Morning peak hour;95.08196721311475;183;174;377
2023-04;94;Daluren;Heures creuses;Off-peak hours;86.69950738916256;609;528;1846
